docid,words,ner_tags,text,labels
886_3_8,"['Le' 'vétérinaire' 'devra' 'exercer' 'son' 'jugement' 'professionnel'
 'lors' 'du' 'contrôle' 'de' 'la' 'réponse' 'du' 'patient' 'à' 'la'
 'thérapie' 'afin' 'de' 'juger' 'de' 'la' 'nécessité' 'de' 'poursuivre'
 'le' 'traitement' 'au' '-' 'delà' 'de' '8' 'semaines' 'ou' 'de' 'l' 'Les'
 'comprimés' 'Reconcile' 'peuvent' 'être' 'administrés' 'avec' 'ou' 'sans'
 'nourriture' ';' 'ils' 'sont' 'aromatisés' 'afin' 'que' 'la' 'plupart'
 'des' 'chiens' 'l' 'Ne' 'pas' 'utiliser' 'après' 'la' 'date' 'de'
 'péremption' 'figurant' 'sur' 'le' 'flacon' '.']","[ 0  4  0  0  0  6  0  0  0  0  0  0  0  0  4  0  0  2  0  0  0  0  0  0
  0  0  0  2  0  0  0  0  0  0  0  0  0  0  5  5  0  0  0  0  0  0 10  0
  0  0 10  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0 10  0]",Le vétérinaire devra exercer son jugement professionnel lors du contrôle de la réponse du patient à la thérapie afin de juger de la nécessité de poursuivre le traitement au - delà de 8 semaines ou de l Les comprimés Reconcile peuvent être administrés avec ou sans nourriture ; ils sont aromatisés afin que la plupart des chiens l Ne pas utiliser après la date de péremption figurant sur le flacon .,"['O', 'LIVB', 'O', 'O', 'O', 'PHYS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'O']"
886_3_9,"['Les' 'personnes' 'présentant' 'une' 'hypersensibilité' 'connue' 'à' 'la'
 'fluoxétine' 'doivent' 'éviter' 'le' 'contact' 'avec' 'le' 'médicament'
 'vétérinaire' '.']",[0 4 0 0 1 0 0 0 5 0 0 0 0 0 0 5 0 0],Les personnes présentant une hypersensibilité connue à la fluoxétine doivent éviter le contact avec le médicament vétérinaire .,"['O', 'LIVB', 'O', 'O', 'DISO', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O']"
886_3_10,"['Les' 'comprimés' 'Reconcile' 'ne' 'doivent' 'pas' 'être' 'utilisés'
 'chez' 'les' 'chiens' 'épileptiques' 'ou' 'ayant' 'des' 'antécédents'
 'de' 'convulsions' '.']",[0 5 5 0 0 0 0 0 0 0 4 1 0 0 0 6 0 1 0],Les comprimés Reconcile ne doivent pas être utilisés chez les chiens épileptiques ou ayant des antécédents de convulsions .,"['O', 'CHEM', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'DISO', 'O', 'O', 'O', 'PHYS', 'O', 'DISO', 'O']"
886_3_11,['La' 'section' '4' '.'],[0 0 0 0],La section 4 .,"['O', 'O', 'O', 'O']"
886_3_12,"['8' 'du' 'Résumé' 'des' 'caractéristiques' 'du' 'produit' 'donne' 'des'
 'conseils' 'et' 'des' 'informations' 'supplémentaires' 'sur' 'les'
 'interactions' 'avec' 'd' 'En' 'cas' 'de' 'surdose' 'accidentelle' ','
 'consultez' 'immédiatement' 'votre' 'vétérinaire' 'qui' 'initiera'
 'alors' 'une' 'thérapie' 'symptomatique' '.']",[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 6 0 0 0 0 0 1 1 0 0 0 0 4 0 0 0 0 2 1 0],"8 du Résumé des caractéristiques du produit donne des conseils et des informations supplémentaires sur les interactions avec d En cas de surdose accidentelle , consultez immédiatement votre vétérinaire qui initiera alors une thérapie symptomatique .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'O', 'PHYS', 'O', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'PROC', 'DISO', 'O']"
886_3_13,"['Les' 'produits' 'non' 'utilisés' 'ou' 'les' 'déchets' 'doivent' 'être'
 'éliminés' 'selon' 'la' 'réglementation' 'locale' '.']",[ 0  0  0  0  0  0 10  0  0  0  0  0  0  0  0],Les produits non utilisés ou les déchets doivent être éliminés selon la réglementation locale .,"['O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_14,"['Les' 'comprimés' 'sont' 'conditionnés' 'dans' 'un' 'flacon' 'en' 'HDPE'
 ',' 'chaque' 'flacon' 'contenant' '30' 'comprimés' 'avec' 'une' 'bobine'
 'coton' 'et' 'un' 'réservoir' 'de' 'dessiccatif' '.']","[ 0  5  0  0  0  0 10  0  5  0  0 10  0  0  5  0  0  0  0  0  0  0  0  0
  0]","Les comprimés sont conditionnés dans un flacon en HDPE , chaque flacon contenant 30 comprimés avec une bobine coton et un réservoir de dessiccatif .","['O', 'CHEM', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'CHEM', 'O', 'O', 'OTHER', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_15,"['België' '/' 'Belgique' '/' 'Belgien' 'Eli' 'Lilly' 'Benelux'
 'Stoofstraat' '52' 'B' '-' '1000' 'Brussels' 'Tel' '.']",[0 0 8 0 0 0 0 8 0 0 0 0 0 0 0 0],België / Belgique / Belgien Eli Lilly Benelux Stoofstraat 52 B - 1000 Brussels Tel .,"['O', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_16,"[':' '+' '32' '2' '548' '84' '84' 'Luxembourg' '/' 'Luxemburg' 'Eli'
 'Lilly' 'Benelux' 'Stoofstraat' '52' 'B' '-' '1000' 'Brussels' 'Tel' '.']",[0 0 0 0 0 0 0 8 0 0 0 0 8 0 0 0 0 0 0 0 0],: + 32 2 548 84 84 Luxembourg / Luxemburg Eli Lilly Benelux Stoofstraat 52 B - 1000 Brussels Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_17,"[':' '+' '32' '2' '548' '84' '84' 'Република' 'България' 'Eli' 'Lilly'
 'Regional' 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse'
 '8' '-' '10' 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 32 2 548 84 84 Република България Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_18,"[':' '+' '43' '1' '71178' '-' '0' 'Magyarország' 'Eli' 'Lilly' 'Regional'
 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse' '8' '-' '10'
 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Magyarország Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_19,"[':' '+' '43' '1' '71178' '-' '0' 'Č' 'eská' 'republika' 'Eli' 'Lilly'
 'Regional' 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse'
 '8' '-' '10' 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Č eská republika Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_20,"[':' '+' '43' '1' '71178' '-' '0' 'Malta' 'Eli' 'Lilly' 'Regional'
 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse' '8' '-' '10'
 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Malta Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_21,"[':' '+' '43' '1' '71178' '-' '0' 'Danmark' 'Eli' 'Lilly' 'Industries'
 'Ltd' 'Elanco' 'Animal' 'Health' 'Priestley' 'Road' 'Basingstoke' 'RG24'
 '9NL' 'Nederland' 'Eli' 'Lilly' 'Nederland' 'B' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Danmark Eli Lilly Industries Ltd Elanco Animal Health Priestley Road Basingstoke RG24 9NL Nederland Eli Lilly Nederland B .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_22,['V' '.'],[0 0],V .,"['O', 'O']"
886_3_23,"['Postbus' '379' 'NL' '-' '3990' 'GD' 'Houten' 'Deutschland' 'Lilly'
 'Deutschland' 'GmbH' 'Abt' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],Postbus 379 NL - 3990 GD Houten Deutschland Lilly Deutschland GmbH Abt .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_24,"['ELANCO' 'Animal' 'Health' 'Teichweg' '3' 'D' '-' '35396' 'Gießen'
 'Norge' 'Eli' 'Lilly' 'Industries' 'Ltd' 'Elanco' 'Animal' 'Health'
 'Priestley' 'Road' 'Basingstoke' 'RG24' '9NL' '31' '/' '33' 'Eesti'
 'Österreich' 'Eli' 'Lilly' 'Regional' 'Operations' 'GmbH' 'Elanco'
 'Animal' 'Health' 'Kölblgasse' '8' '-' '10' 'A' '-' '1030' 'Wien' 'Tel'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",ELANCO Animal Health Teichweg 3 D - 35396 Gießen Norge Eli Lilly Industries Ltd Elanco Animal Health Priestley Road Basingstoke RG24 9NL 31 / 33 Eesti Österreich Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_25,"[':' '+' '43' '1' '71178' '-' '0' 'Eli' 'Lilly' 'Regional' 'Operations'
 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse' '8' '-' '10' 'A' '-'
 '1030' 'Wien' 'Austria' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Austria Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_26,"[':' '+' '43' '1' '71178' '-' '0' 'Ελλάδα' 'Eli' 'Lilly' 'Regional'
 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse' '8' '-' '10'
 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Ελλάδα Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_27,"[':' '+' '43' '1' '71178' '-' '0' 'Polska' 'Eli' 'Lilly' 'Regional'
 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse' '8' '-' '10'
 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Polska Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_28,[':' '+' '43' '1' '71178' '-' '0' 'España' 'Lilly' 'S' '.'],[0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 España Lilly S .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_29,['A' '.'],[0 0],A .,"['O', 'O']"
886_3_30,['Elanco' 'Valquimica' 'S' '.'],[0 0 0 0],Elanco Valquimica S .,"['O', 'O', 'O', 'O']"
886_3_31,['A' '.'],[0 0],A .,"['O', 'O']"
886_3_32,['Avda' '.'],[0 0],Avda .,"['O', 'O']"
886_3_33,"['de' 'la' 'Industria' ',' '30' 'E' '-' '28108' 'Alcobendas' 'Madrid'
 'Portugal' 'Lilly' 'Farma' 'Produtos' 'Farmacêuticos' ',' 'Lda' 'Rua'
 'Dr' '.']",[0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0],"de la Industria , 30 E - 28108 Alcobendas Madrid Portugal Lilly Farma Produtos Farmacêuticos , Lda Rua Dr .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_34,"['António' 'Loureiro' 'Borges' ',' '4' 'piso' '3' 'Arquiparque'
 'Miraflores' 'P' '-' '1495' '-' '131' 'Algés' 'France' 'Lilly' 'France'
 '13' 'rue' 'Pages' 'F' '-' '92158' 'Suresnes' 'cedex' 'Paris' 'România'
 'Eli' 'Lilly' 'Regional' 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health'
 'Kölblgasse' '8' '-' '10' 'A' '-' '1030' 'Wien' 'Tel' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 8 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","António Loureiro Borges , 4 piso 3 Arquiparque Miraflores P - 1495 - 131 Algés France Lilly France 13 rue Pages F - 92158 Suresnes cedex Paris România Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_35,"[':' '+' '43' '1' '71178' '-' '0' 'Ireland' 'Eli' 'Lilly' 'Elanco'
 'Animal' 'Health' 'Priestley' 'Road' 'Basingstoke' 'UK' 'RG24' '9NL'
 'Slovenija' 'Eli' 'Lilly' 'Regional' 'Operations' 'GmbH' 'Elanco'
 'Animal' 'Health' 'Kölblgasse' '8' '-' '10' 'A' '-' '1030' 'Wien' 'Tel'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]",: + 43 1 71178 - 0 Ireland Eli Lilly Elanco Animal Health Priestley Road Basingstoke UK RG24 9NL Slovenija Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_36,"[':' '+' '43' '1' '71178' '-' '0' 'Ísland' 'Eli' 'Lilly' 'Regional'
 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse' '8' '-' '10'
 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Ísland Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_37,"[':' '+' '43' '1' '71178' '-' '0' 'Slovenská' 'republika' 'Eli' 'Lilly'
 'Regional' 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse'
 '8' '-' '10' 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Slovenská republika Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_38,[':' '+' '43' '1' '71178' '-' '0' 'Italia' 'Eli' 'Lilly' 'Italia' 'S' '.'],[0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Italia Eli Lilly Italia S .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_39,['p' '.'],[0 0],p .,"['O', 'O']"
886_3_40,"['A' 'Elanco' 'Animal' 'Health' 'Via' 'Gramsci' ',' '733'
 'SestoFiorentino' 'I' '-' '50019' 'Firenze' 'Suomi' '/' 'Finland' 'Eli'
 'Lilly' 'Regional' 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health'
 'Kölblgasse' '8' '-' '10' 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"A Elanco Animal Health Via Gramsci , 733 SestoFiorentino I - 50019 Firenze Suomi / Finland Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_41,"[':' '+' '43' '1' '71178' '-' '0' 'Κύπρος' 'Eli' 'Lilly' 'Regional'
 'Operations' 'GmbH' 'Elanco' 'Animal' 'Health' 'Kölblgasse' '8' '-' '10'
 'A' '-' '1030' 'Wien' 'Tel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Κύπρος Eli Lilly Regional Operations GmbH Elanco Animal Health Kölblgasse 8 - 10 A - 1030 Wien Tel .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
886_3_42,"[':' '+' '43' '1' '71178' '-' '0' 'Sverige' 'Eli' 'Lilly' 'Industries'
 'Ltd' 'Elanco' 'Animal' 'Health' 'Priestley' 'Road' 'Basingstoke' 'RG24'
 '9NL' 'United' 'Kingdom' 'Eli' 'Lilly' 'Industries' 'Ltd' 'Elanco'
 'Animal' 'Health' 'Priestley' 'Road' 'Basingstoke' 'RG24' '9NL']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],: + 43 1 71178 - 0 Sverige Eli Lilly Industries Ltd Elanco Animal Health Priestley Road Basingstoke RG24 9NL United Kingdom Eli Lilly Industries Ltd Elanco Animal Health Priestley Road Basingstoke RG24 9NL,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3152016,"['Evaluation' 'in' 'vitro' 'de' ""l'"" 'activité' 'antibactérienne' 'de'
 'cinq' 'ciments' '.']",[0 0 0 0 0 0 5 0 0 0 0],Evaluation in vitro de l' activité antibactérienne de cinq ciments .,"['O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O']"
5281693,"['Problèmes' 'de' 'diagnostic' 'posés' 'par' 'quelques' 'affections' 'de'
 'la' 'muqueuse' 'gingivale' '.']",[1 1 1 0 0 0 0 0 0 3 3 0],Problèmes de diagnostic posés par quelques affections de la muqueuse gingivale .,"['DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'ANAT', 'ANAT', 'O']"
13198326,"['Recherches' 'sur' 'la' 'pathogénie' 'de' ""l'"" 'ulcère' 'de' 'Shay' '.']",[2 0 0 1 0 0 1 0 0 0],Recherches sur la pathogénie de l' ulcère de Shay .,"['PROC', 'O', 'O', 'DISO', 'O', 'O', 'DISO', 'O', 'O', 'O']"
8966345,['Effets' 'des' 'supplémentation' 'vitaminiques' '.'],[0 0 5 5 0],Effets des supplémentation vitaminiques .,"['O', 'O', 'CHEM', 'CHEM', 'O']"
1898206,"['Valvulotomie' 'et' 'sténose' 'aortique' 'orificielle' 'congénitale' '.'
 'Résultats' 'à' 'long' 'terme' '.']",[2 0 1 3 3 0 0 0 0 0 0 0],Valvulotomie et sténose aortique orificielle congénitale . Résultats à long terme .,"['PROC', 'O', 'DISO', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
801826,"['Conception' 'des' 'prothèses' 'conjointes' 'et' 'protection' 'du'
 'parodonte' 'marginal' '.']",[2 2 2 2 0 1 0 3 0 0],Conception des prothèses conjointes et protection du parodonte marginal .,"['PROC', 'PROC', 'PROC', 'PROC', 'O', 'DISO', 'O', 'ANAT', 'O', 'O']"
7465005,"['Recherche' 'sur' 'le' 'rêve' 'chez' ""l'"" 'enfant' '.' 'Action' ""d'"" 'un'
 'traceur' '.']",[2 0 0 6 0 0 4 0 0 0 0 5 0],Recherche sur le rêve chez l' enfant . Action d' un traceur .,"['PROC', 'O', 'O', 'PHYS', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'CHEM', 'O']"
1327349,"['Surveillance' 'épidémiologique' 'de' 'la' 'tuberculose' 'en' 'Polynésie'
 'française' 'de' '1960' 'à' '1990' '.']",[0 0 0 0 1 0 8 0 0 0 0 0 0],Surveillance épidémiologique de la tuberculose en Polynésie française de 1960 à 1990 .,"['O', 'O', 'O', 'O', 'DISO', 'O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O']"
19027700,"['La' 'contrefaçon' 'des' 'médicaments' 'et' 'les' 'moyens' ""d'"" 'y'
 'remédier' 'au' 'Benin' '.']",[0 0 0 5 0 0 0 0 0 0 0 8 0],La contrefaçon des médicaments et les moyens d' y remédier au Benin .,"['O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O']"
2054690,"['Comparaison' 'du' 'midazolam' 'et' 'du' 'diazépam' 'en' 'prémédication'
 'par' 'voie' 'intramusculaire' '.']",[0 0 5 0 0 5 0 2 0 0 0 0],Comparaison du midazolam et du diazépam en prémédication par voie intramusculaire .,"['O', 'O', 'CHEM', 'O', 'O', 'CHEM', 'O', 'PROC', 'O', 'O', 'O', 'O']"
6570880,"['Angéla' ',' 'Paule' ',' 'Colette' 'et' 'leur' 'co' 'xarthrose' '.']",[0 0 0 0 0 0 0 1 1 0],"Angéla , Paule , Colette et leur co xarthrose .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'O']"
7455451,"['Sur' 'les' 'activités' 'orthosympathiques' 'chez' ""l'"" 'homme' 'normal'
 '.']",[0 0 0 0 0 0 4 0 0],Sur les activités orthosympathiques chez l' homme normal .,"['O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O']"
131957,"['Désarticulations' 'de' 'hanche' 'et' 'amputations' 'inter' '-' 'ilio'
 '-' 'abdominales' '.' 'Appareillage' 'et' 'résultat' 'fonctionnel']",[ 0  0  3  0  2  0  0  0  0  0  0 10  0  0  0],Désarticulations de hanche et amputations inter - ilio - abdominales . Appareillage et résultat fonctionnel,"['O', 'O', 'ANAT', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'O', 'O']"
154694,"['Ostéosynthèses' 'par' 'plaques' 'à' 'flexibilité' 'variable' '.' 'Etude'
 'théorique' 'et' 'expérimentation' 'physique' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],Ostéosynthèses par plaques à flexibilité variable . Etude théorique et expérimentation physique .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5113899,"[""L'"" 'ophtalmologiste' 'devant' 'une' 'fracture' 'de' ""l'"" 'orbite' '.']",[0 4 0 0 1 0 0 3 0],L' ophtalmologiste devant une fracture de l' orbite .,"['O', 'LIVB', 'O', 'O', 'DISO', 'O', 'O', 'ANAT', 'O']"
